funnel_search_id,created_at,tasker_id,position,hourly_rate,num_completed_tasks,hired,category
0-0-653cb826-b672-4ddb-92a5-c0e77402a320,9/1/17 0:33,1009393887,14,100,474,0,Moving Help
0-0-653cb826-b672-4ddb-92a5-c0e77402a320,9/1/17 0:33,1011918831,15,40,0,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1007283421,1,65,155,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009062537,2,90,52,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1008127794,3,95,622,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009114267,4,95,1053,1,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009375265,5,100,861,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1010591308,6,220,937,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009927251,7,180,1165,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1008746021,8,225,676,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1014157578,9,200,234,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1008530523,10,200,231,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009917428,11,160,136,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009606547,12,150,818,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1008992879,13,140,968,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1007338344,14,200,21,0,Moving Help
0-0-0cad007f-10da-4ea6-aca1-5eb48e656db3,9/1/17 0:58,1009966564,15,120,983,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1008851469,1,55,80,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1010630139,2,70,121,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1008246075,3,75,183,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1010207016,4,76,124,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1014503419,5,75,19,0,Moving Help
0-0-651d78a8-5108-492e-8a94-fbf5dbea9ba8,9/1/17 1:09,1012164831,6,250,11,0,Moving Help
0-0-78b414b8-1a16-4857-8a6b-3750dfd710d0,9/1/17 1:09,1008851469,1,55,80,0,Moving Help
0-0-78b414b8-1a16-4857-8a6b-3750dfd710d0,9/1/17 1:09,1010630139,2,70,121,0,Moving Help
0-0-78b414b8-1a16-4857-8a6b-3750dfd710d0,9/1/17 1:09,1008246075,3,75,183,0,Moving Help
0-0-78b414b8-1a16-4857-8a6b-3750dfd710d0,9/1/17 1:09,1010207016,4,76,124,0,Moving Help
0-0-78b414b8-1a16-4857-8a6b-3750dfd710d0,9/1/17 1:09,1014503419,5,75,19,0,Moving Help
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009185352,1,38,151,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1006892359,2,40,193,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1013307670,3,25,0,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009733517,4,43,304,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1013827416,5,29,10,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1012043028,6,28,3,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1013470741,7,29,9,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009623489,8,45,318,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009557645,9,29,8,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1010800768,10,28,0,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009072269,11,35,59,1,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1008733253,12,40,68,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009198916,13,27,17,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1009856900,14,50,914,0,Furniture Assembly
0-0-e930ff65-388e-4802-87d1-a3c7f316935e,9/1/17 1:14,1012023956,15,28,0,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009733517,1,43,304,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1013827416,2,29,10,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1013307670,3,25,0,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1012043028,4,28,3,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1013470741,5,29,9,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009623489,6,45,318,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009557645,7,29,8,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1010800768,8,28,0,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009072269,9,35,59,1,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1008733253,10,40,68,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009198916,11,27,17,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1009856900,12,50,914,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1012314913,13,29,5,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1007558398,14,50,75,0,Furniture Assembly
0-0-178d9e1f-156e-43df-a83e-473eb067e0b4,9/1/17 1:14,1014501186,15,29,4,0,Furniture Assembly
