funnel_search_id,created_at,tasker_id,position,hourly_rate,num_completed_tasks,hired,category
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1009185352,4,38,160,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1009558627,5,40,916,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1009104851,6,25,25,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1007983615,7,43,111,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1009226247,8,45,479,1,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1013778760,9,30,15,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1013760262,10,40,63,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1014675294,11,30,58,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1013470741,12,29,21,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1009101039,13,35,84,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1008887321,14,40,465,0,Furniture Assembly
0-0-0d84aa64-cbfe-492e-ab05-07452051adb0,9/7/17 16:01,1012287433,15,30,3,0,Furniture Assembly
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1014711501,1,45,67,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1008111352,2,50,327,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1013559212,3,40,22,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1012721277,4,36,0,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1012695836,5,30,0,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1007849885,6,36,11,1,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1007507819,7,50,69,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1013597448,8,55,17,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1011939982,9,60,17,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1009082263,10,65,79,0,Moving Help
0-0-57748f5c-88de-4014-8515-55cb44a05a71,9/7/17 17:22,1013579716,11,38,0,0,Moving Help
